split,case_id,img_shape,mask_shape,mask_voxels,img_voxels
train,BraTS-MEN-RT-0548-1_slice_057,"(256, 256)","(256, 256)",1213,65536
train,BraTS-MEN-RT-0311-1_slice_145,"(256, 256)","(256, 256)",820,65536
train,BraTS-MEN-RT-0358-1_slice_108,"(256, 256)","(256, 256)",91,65536
train,BraTS-MEN-RT-0619-1_slice_152,"(256, 256)","(256, 256)",1023,65536
train,BraTS-MEN-RT-0200-1_slice_080,"(256, 256)","(256, 256)",338,65536
train,BraTS-MEN-RT-0184-1_slice_114,"(256, 256)","(256, 256)",954,65536
train,BraTS-MEN-RT-0055-1_slice_123,"(256, 256)","(256, 256)",598,65536
train,BraTS-MEN-RT-0190-1_slice_120,"(256, 256)","(256, 256)",512,65536
train,BraTS-MEN-RT-0578-1_slice_052,"(256, 256)","(256, 256)",220,65536
train,BraTS-MEN-RT-0074-1_slice_072,"(256, 256)","(256, 256)",27,65536
train,BraTS-MEN-RT-0369-1_slice_122,"(256, 256)","(256, 256)",74,65536
train,BraTS-MEN-RT-0358-1_slice_070,"(256, 256)","(256, 256)",714,65536
train,BraTS-MEN-RT-0599-1_slice_189,"(256, 256)","(256, 256)",20,65536
train,BraTS-MEN-RT-0378-1_slice_076,"(256, 256)","(256, 256)",258,65536
train,BraTS-MEN-RT-0190-1_slice_130,"(256, 256)","(256, 256)",135,65536
train,BraTS-MEN-RT-0184-1_slice_104,"(256, 256)","(256, 256)",75,65536
train,BraTS-MEN-RT-0055-1_slice_133,"(256, 256)","(256, 256)",542,65536
train,BraTS-MEN-RT-0074-1_slice_062,"(256, 256)","(256, 256)",253,65536
train,BraTS-MEN-RT-0051-1_slice_104,"(256, 256)","(256, 256)",48,65536
train,BraTS-MEN-RT-0210-1_slice_093,"(256, 256)","(256, 256)",1259,65536
train,BraTS-MEN-RT-0569-1_slice_116,"(256, 256)","(256, 256)",216,65536
train,BraTS-MEN-RT-0609-1_slice_141,"(256, 256)","(256, 256)",392,65536
train,BraTS-MEN-RT-0200-1_slice_090,"(256, 256)","(256, 256)",1136,65536
train,BraTS-MEN-RT-0548-1_slice_047,"(256, 256)","(256, 256)",216,65536
train,BraTS-MEN-RT-0619-1_slice_142,"(256, 256)","(256, 256)",1636,65536
train,BraTS-MEN-RT-0191-1_slice_067,"(256, 256)","(256, 256)",182,65536
train,BraTS-MEN-RT-0378-1_slice_066,"(256, 256)","(256, 256)",388,65536
train,BraTS-MEN-RT-0125-1_slice_122,"(256, 256)","(256, 256)",2627,65536
train,BraTS-MEN-RT-0394-1_slice_142,"(256, 256)","(256, 256)",704,65536
train,BraTS-MEN-RT-0561-1_slice_089,"(256, 256)","(256, 256)",87,65536
train,BraTS-MEN-RT-0429-1_slice_102,"(256, 256)","(256, 256)",109,65536
train,BraTS-MEN-RT-0418-1_slice_050,"(256, 256)","(256, 256)",378,65536
train,BraTS-MEN-RT-0110-1_slice_047,"(256, 256)","(256, 256)",1400,65536
train,BraTS-MEN-RT-0271-1_slice_147,"(256, 256)","(256, 256)",1472,65536
train,BraTS-MEN-RT-0360-1_slice_082,"(256, 256)","(256, 256)",139,65536
train,BraTS-MEN-RT-0105-1_slice_124,"(256, 256)","(256, 256)",94,65536
train,BraTS-MEN-RT-0419-1_slice_107,"(256, 256)","(256, 256)",396,65536
train,BraTS-MEN-RT-0544-1_slice_097,"(256, 256)","(256, 256)",1346,65536
train,BraTS-MEN-RT-0209-1_slice_120,"(256, 256)","(256, 256)",1481,65536
train,BraTS-MEN-RT-0105-1_slice_134,"(256, 256)","(256, 256)",406,65536
train,BraTS-MEN-RT-0419-1_slice_117,"(256, 256)","(256, 256)",242,65536
train,BraTS-MEN-RT-0271-1_slice_157,"(256, 256)","(256, 256)",385,65536
train,BraTS-MEN-RT-0130-1_slice_051,"(256, 256)","(256, 256)",134,65536
train,BraTS-MEN-RT-0114-1_slice_060,"(256, 256)","(256, 256)",312,65536
train,BraTS-MEN-RT-0561-1_slice_099,"(256, 256)","(256, 256)",332,65536
train,BraTS-MEN-RT-0394-1_slice_152,"(256, 256)","(256, 256)",19,65536
train,BraTS-MEN-RT-0125-1_slice_132,"(256, 256)","(256, 256)",3356,65536
train,BraTS-MEN-RT-0131-1_slice_106,"(256, 256)","(256, 256)",75,65536
train,BraTS-MEN-RT-0439-1_slice_111,"(256, 256)","(256, 256)",15,65536
train,BraTS-MEN-RT-0241-1_slice_152,"(256, 256)","(256, 256)",87,65536
train,BraTS-MEN-RT-0429-1_slice_112,"(256, 256)","(256, 256)",74,65536
train,BraTS-MEN-RT-0209-1_slice_130,"(256, 256)","(256, 256)",235,65536
train,BraTS-MEN-RT-0544-1_slice_087,"(256, 256)","(256, 256)",1628,65536
train,BraTS-MEN-RT-0455-1_slice_142,"(256, 256)","(256, 256)",98,65536
train,BraTS-MEN-RT-0088-1_slice_155,"(256, 256)","(256, 256)",143,65536
train,BraTS-MEN-RT-0580-1_slice_142,"(256, 256)","(256, 256)",26,65536
train,BraTS-MEN-RT-0424-1_slice_154,"(256, 256)","(256, 256)",832,65536
train,BraTS-MEN-RT-0140-1_slice_068,"(256, 256)","(256, 256)",222,65536
train,BraTS-MEN-RT-0258-1_slice_058,"(256, 256)","(256, 256)",546,65536
train,BraTS-MEN-RT-0458-1_slice_104,"(256, 256)","(256, 256)",2947,65536
train,BraTS-MEN-RT-0321-1_slice_081,"(256, 256)","(256, 256)",274,65536
train,BraTS-MEN-RT-0230-1_slice_144,"(256, 256)","(256, 256)",1204,65536
train,BraTS-MEN-RT-0161-1_slice_041,"(256, 256)","(256, 256)",440,65536
train,BraTS-MEN-RT-0588-1_slice_064,"(256, 256)","(256, 256)",177,65536
train,BraTS-MEN-RT-0160-1_slice_116,"(256, 256)","(256, 256)",129,65536
train,BraTS-MEN-RT-0174-1_slice_122,"(256, 256)","(256, 256)",115,65536
train,BraTS-MEN-RT-0468-1_slice_101,"(256, 256)","(256, 256)",41,65536
train,BraTS-MEN-RT-0155-1_slice_073,"(256, 256)","(256, 256)",1376,65536
train,BraTS-MEN-RT-0141-1_slice_047,"(256, 256)","(256, 256)",1373,65536
train,BraTS-MEN-RT-0478-1_slice_102,"(256, 256)","(256, 256)",32,65536
train,BraTS-MEN-RT-0140-1_slice_078,"(256, 256)","(256, 256)",437,65536
train,BraTS-MEN-RT-0424-1_slice_144,"(256, 256)","(256, 256)",431,65536
train,BraTS-MEN-RT-0174-1_slice_132,"(256, 256)","(256, 256)",208,65536
train,BraTS-MEN-RT-0225-1_slice_037,"(256, 256)","(256, 256)",501,65536
train,BraTS-MEN-RT-0588-1_slice_074,"(256, 256)","(256, 256)",180,65536
train,BraTS-MEN-RT-0598-1_slice_077,"(256, 256)","(256, 256)",84,65536
train,BraTS-MEN-RT-0388-1_slice_128,"(256, 256)","(256, 256)",158,65536
train,BraTS-MEN-RT-0141-1_slice_057,"(256, 256)","(256, 256)",1206,65536
train,BraTS-MEN-RT-0155-1_slice_063,"(256, 256)","(256, 256)",882,65536
train,BraTS-MEN-RT-0018-1_slice_088,"(256, 256)","(256, 256)",19,65536
train,BraTS-MEN-RT-0448-1_slice_117,"(256, 256)","(256, 256)",595,65536
train,BraTS-MEN-RT-0224-1_slice_160,"(256, 256)","(256, 256)",55,65536
train,BraTS-MEN-RT-0230-1_slice_154,"(256, 256)","(256, 256)",397,65536
train,BraTS-MEN-RT-0458-1_slice_114,"(256, 256)","(256, 256)",2416,65536
train,BraTS-MEN-RT-0321-1_slice_091,"(256, 256)","(256, 256)",45,65536
train,BraTS-MEN-RT-0192-1_slice_129,"(256, 256)","(256, 256)",28,65536
train,BraTS-MEN-RT-0066-1_slice_078,"(256, 256)","(256, 256)",1418,65536
train,BraTS-MEN-RT-0197-1_slice_049,"(256, 256)","(256, 256)",1851,65536
train,BraTS-MEN-RT-0522-1_slice_142,"(256, 256)","(256, 256)",535,65536
train,BraTS-MEN-RT-0066-1_slice_100,"(256, 256)","(256, 256)",355,65536
train,BraTS-MEN-RT-0217-1_slice_092,"(256, 256)","(256, 256)",145,65536
train,BraTS-MEN-RT-0073-1_slice_063,"(256, 256)","(256, 256)",145,65536
train,BraTS-MEN-RT-0063-1_slice_108,"(256, 256)","(256, 256)",431,65536
train,BraTS-MEN-RT-0522-1_slice_152,"(256, 256)","(256, 256)",710,65536
train,BraTS-MEN-RT-0197-1_slice_059,"(256, 256)","(256, 256)",1983,65536
train,BraTS-MEN-RT-0433-1_slice_097,"(256, 256)","(256, 256)",10,65536
train,BraTS-MEN-RT-0066-1_slice_068,"(256, 256)","(256, 256)",803,65536
train,BraTS-MEN-RT-0063-1_slice_070,"(256, 256)","(256, 256)",794,65536
train,BraTS-MEN-RT-0193-1_slice_116,"(256, 256)","(256, 256)",344,65536
train,BraTS-MEN-RT-0072-1_slice_124,"(256, 256)","(256, 256)",128,65536
train,BraTS-MEN-RT-0003-1_slice_132,"(256, 256)","(256, 256)",569,65536
train,BraTS-MEN-RT-0017-1_slice_106,"(256, 256)","(256, 256)",2241,65536
train,BraTS-MEN-RT-0377-1_slice_151,"(256, 256)","(256, 256)",668,65536
train,BraTS-MEN-RT-0447-1_slice_099,"(256, 256)","(256, 256)",320,65536
train,BraTS-MEN-RT-0037-1_slice_100,"(256, 256)","(256, 256)",196,65536
train,BraTS-MEN-RT-0282-1_slice_157,"(256, 256)","(256, 256)",52,65536
train,BraTS-MEN-RT-0033-1_slice_137,"(256, 256)","(256, 256)",159,65536
train,BraTS-MEN-RT-0037-1_slice_078,"(256, 256)","(256, 256)",2095,65536
train,BraTS-MEN-RT-0442-1_slice_081,"(256, 256)","(256, 256)",61,65536
train,BraTS-MEN-RT-0452-1_slice_082,"(256, 256)","(256, 256)",193,65536
train,BraTS-MEN-RT-0383-1_slice_081,"(256, 256)","(256, 256)",78,65536
train,BraTS-MEN-RT-0033-1_slice_127,"(256, 256)","(256, 256)",191,65536
train,BraTS-MEN-RT-0447-1_slice_089,"(256, 256)","(256, 256)",273,65536
train,BraTS-MEN-RT-0377-1_slice_141,"(256, 256)","(256, 256)",1044,65536
train,BraTS-MEN-RT-0017-1_slice_116,"(256, 256)","(256, 256)",2679,65536
train,BraTS-MEN-RT-0007-1_slice_115,"(256, 256)","(256, 256)",73,65536
train,BraTS-MEN-RT-0037-1_slice_068,"(256, 256)","(256, 256)",2352,65536
train,BraTS-MEN-RT-0132-1_slice_093,"(256, 256)","(256, 256)",750,65536
train,BraTS-MEN-RT-0557-1_slice_069,"(256, 256)","(256, 256)",96,65536
train,BraTS-MEN-RT-0033-1_slice_155,"(256, 256)","(256, 256)",101,65536
train,BraTS-MEN-RT-0003-1_slice_150,"(256, 256)","(256, 256)",45,65536
train,BraTS-MEN-RT-0573-1_slice_058,"(256, 256)","(256, 256)",39,65536
train,BraTS-MEN-RT-0377-1_slice_133,"(256, 256)","(256, 256)",679,65536
train,BraTS-MEN-RT-0373-1_slice_104,"(256, 256)","(256, 256)",1410,65536
train,BraTS-MEN-RT-0102-1_slice_096,"(256, 256)","(256, 256)",46,65536
train,BraTS-MEN-RT-0006-1_slice_148,"(256, 256)","(256, 256)",247,65536
train,BraTS-MEN-RT-0557-1_slice_111,"(256, 256)","(256, 256)",63,65536
train,BraTS-MEN-RT-0542-1_slice_072,"(256, 256)","(256, 256)",520,65536
train,BraTS-MEN-RT-0607-1_slice_143,"(256, 256)","(256, 256)",199,65536
train,BraTS-MEN-RT-0483-1_slice_046,"(256, 256)","(256, 256)",25,65536
train,BraTS-MEN-RT-0497-1_slice_072,"(256, 256)","(256, 256)",143,65536
train,BraTS-MEN-RT-0377-1_slice_123,"(256, 256)","(256, 256)",274,65536
train,BraTS-MEN-RT-0003-1_slice_140,"(256, 256)","(256, 256)",596,65536
train,BraTS-MEN-RT-0102-1_slice_086,"(256, 256)","(256, 256)",272,65536
train,BraTS-MEN-RT-0373-1_slice_114,"(256, 256)","(256, 256)",698,65536
train,BraTS-MEN-RT-0033-1_slice_145,"(256, 256)","(256, 256)",312,65536
train,BraTS-MEN-RT-0557-1_slice_079,"(256, 256)","(256, 256)",143,65536
train,BraTS-MEN-RT-0493-1_slice_055,"(256, 256)","(256, 256)",245,65536
train,BraTS-MEN-RT-0542-1_slice_062,"(256, 256)","(256, 256)",903,65536
train,BraTS-MEN-RT-0607-1_slice_153,"(256, 256)","(256, 256)",239,65536
train,BraTS-MEN-RT-0497-1_slice_062,"(256, 256)","(256, 256)",135,65536
train,BraTS-MEN-RT-0483-1_slice_056,"(256, 256)","(256, 256)",246,65536
train,BraTS-MEN-RT-0547-1_slice_102,"(256, 256)","(256, 256)",295,65536
train,BraTS-MEN-RT-0557-1_slice_101,"(256, 256)","(256, 256)",29,65536
train,BraTS-MEN-RT-0507-1_slice_046,"(256, 256)","(256, 256)",119,65536
train,BraTS-MEN-RT-0536-1_slice_114,"(256, 256)","(256, 256)",859,65536
train,BraTS-MEN-RT-0522-1_slice_120,"(256, 256)","(256, 256)",17,65536
train,BraTS-MEN-RT-0503-1_slice_071,"(256, 256)","(256, 256)",888,65536
train,BraTS-MEN-RT-0336-1_slice_048,"(256, 256)","(256, 256)",247,65536
train,BraTS-MEN-RT-0143-1_slice_095,"(256, 256)","(256, 256)",1113,65536
train,BraTS-MEN-RT-0313-1_slice_056,"(256, 256)","(256, 256)",14,65536
train,BraTS-MEN-RT-0306-1_slice_135,"(256, 256)","(256, 256)",361,65536
train,BraTS-MEN-RT-0302-1_slice_102,"(256, 256)","(256, 256)",404,65536
train,BraTS-MEN-RT-0506-1_slice_069,"(256, 256)","(256, 256)",330,65536
train,BraTS-MEN-RT-0312-1_slice_069,"(256, 256)","(256, 256)",31,65536
train,BraTS-MEN-RT-0522-1_slice_130,"(256, 256)","(256, 256)",333,65536
train,BraTS-MEN-RT-0536-1_slice_104,"(256, 256)","(256, 256)",552,65536
train,BraTS-MEN-RT-0507-1_slice_056,"(256, 256)","(256, 256)",194,65536
train,BraTS-MEN-RT-0306-1_slice_125,"(256, 256)","(256, 256)",874,65536
train,BraTS-MEN-RT-0302-1_slice_112,"(256, 256)","(256, 256)",111,65536
train,BraTS-MEN-RT-0317-1_slice_071,"(256, 256)","(256, 256)",70,65536
train,BraTS-MEN-RT-0143-1_slice_085,"(256, 256)","(256, 256)",957,65536
train,BraTS-MEN-RT-0421-1_slice_056,"(256, 256)","(256, 256)",15,65536
train,BraTS-MEN-RT-0410-1_slice_104,"(256, 256)","(256, 256)",622,65536
train,BraTS-MEN-RT-0234-1_slice_069,"(256, 256)","(256, 256)",116,65536
train,BraTS-MEN-RT-0405-1_slice_067,"(256, 256)","(256, 256)",1387,65536
train,BraTS-MEN-RT-0200-1_slice_123,"(256, 256)","(256, 256)",292,65536
train,BraTS-MEN-RT-0174-1_slice_140,"(256, 256)","(256, 256)",270,65536
train,BraTS-MEN-RT-0225-1_slice_045,"(256, 256)","(256, 256)",734,65536
train,BraTS-MEN-RT-0210-1_slice_120,"(256, 256)","(256, 256)",1853,65536
train,BraTS-MEN-RT-0141-1_slice_025,"(256, 256)","(256, 256)",75,65536
train,BraTS-MEN-RT-0211-1_slice_077,"(256, 256)","(256, 256)",30,65536
train,BraTS-MEN-RT-0488-1_slice_097,"(256, 256)","(256, 256)",356,65536
train,BraTS-MEN-RT-0190-1_slice_083,"(256, 256)","(256, 256)",282,65536
train,BraTS-MEN-RT-0230-1_slice_126,"(256, 256)","(256, 256)",500,65536
train,BraTS-MEN-RT-0119-1_slice_054,"(256, 256)","(256, 256)",1521,65536
train,BraTS-MEN-RT-0405-1_slice_077,"(256, 256)","(256, 256)",204,65536
train,BraTS-MEN-RT-0185-1_slice_088,"(256, 256)","(256, 256)",143,65536
train,BraTS-MEN-RT-0488-1_slice_087,"(256, 256)","(256, 256)",459,65536
train,BraTS-MEN-RT-0401-1_slice_138,"(256, 256)","(256, 256)",45,65536
train,BraTS-MEN-RT-0211-1_slice_067,"(256, 256)","(256, 256)",68,65536
train,BraTS-MEN-RT-0230-1_slice_136,"(256, 256)","(256, 256)",1424,65536
train,BraTS-MEN-RT-0190-1_slice_093,"(256, 256)","(256, 256)",955,65536
train,BraTS-MEN-RT-0161-1_slice_033,"(256, 256)","(256, 256)",261,65536
train,BraTS-MEN-RT-0174-1_slice_150,"(256, 256)","(256, 256)",70,65536
train,BraTS-MEN-RT-0225-1_slice_055,"(256, 256)","(256, 256)",541,65536
train,BraTS-MEN-RT-0065-1_slice_095,"(256, 256)","(256, 256)",87,65536
train,BraTS-MEN-RT-0210-1_slice_130,"(256, 256)","(256, 256)",573,65536
train,BraTS-MEN-RT-0141-1_slice_035,"(256, 256)","(256, 256)",621,65536
train,BraTS-MEN-RT-0271-1_slice_125,"(256, 256)","(256, 256)",1864,65536
train,BraTS-MEN-RT-0450-1_slice_128,"(256, 256)","(256, 256)",2427,65536
train,BraTS-MEN-RT-0105-1_slice_146,"(256, 256)","(256, 256)",225,65536
train,BraTS-MEN-RT-0089-1_slice_108,"(256, 256)","(256, 256)",307,65536
train,BraTS-MEN-RT-0471-1_slice_079,"(256, 256)","(256, 256)",265,65536
train,BraTS-MEN-RT-0125-1_slice_140,"(256, 256)","(256, 256)",3210,65536
train,BraTS-MEN-RT-0189-1_slice_199,"(256, 256)","(256, 256)",289,65536
train,BraTS-MEN-RT-0178-1_slice_139,"(256, 256)","(256, 256)",316,65536
train,BraTS-MEN-RT-0394-1_slice_120,"(256, 256)","(256, 256)",97,65536
train,BraTS-MEN-RT-0159-1_slice_068,"(256, 256)","(256, 256)",794,65536
train,BraTS-MEN-RT-0241-1_slice_120,"(256, 256)","(256, 256)",57,65536
train,BraTS-MEN-RT-0110-1_slice_025,"(256, 256)","(256, 256)",1179,65536
train,BraTS-MEN-RT-0465-1_slice_135,"(256, 256)","(256, 256)",449,65536
train,BraTS-MEN-RT-0600-1_slice_093,"(256, 256)","(256, 256)",83,65536
train,BraTS-MEN-RT-0584-1_slice_107,"(256, 256)","(256, 256)",1858,65536
train,BraTS-MEN-RT-0455-1_slice_130,"(256, 256)","(256, 256)",45,65536
train,BraTS-MEN-RT-0338-1_slice_081,"(256, 256)","(256, 256)",60,65536
train,BraTS-MEN-RT-0470-1_slice_056,"(256, 256)","(256, 256)",1109,65536
train,BraTS-MEN-RT-0260-1_slice_109,"(256, 256)","(256, 256)",1126,65536
train,BraTS-MEN-RT-0451-1_slice_107,"(256, 256)","(256, 256)",56,65536
train,BraTS-MEN-RT-0580-1_slice_130,"(256, 256)","(256, 256)",506,65536
train,BraTS-MEN-RT-0394-1_slice_130,"(256, 256)","(256, 256)",750,65536
train,BraTS-MEN-RT-0125-1_slice_150,"(256, 256)","(256, 256)",2090,65536
train,BraTS-MEN-RT-0189-1_slice_189,"(256, 256)","(256, 256)",806,65536
train,BraTS-MEN-RT-0178-1_slice_129,"(256, 256)","(256, 256)",731,65536
train,BraTS-MEN-RT-0159-1_slice_078,"(256, 256)","(256, 256)",25,65536
train,BraTS-MEN-RT-0110-1_slice_035,"(256, 256)","(256, 256)",1673,65536
train,BraTS-MEN-RT-0450-1_slice_138,"(256, 256)","(256, 256)",2916,65536
train,BraTS-MEN-RT-0105-1_slice_156,"(256, 256)","(256, 256)",230,65536
train,BraTS-MEN-RT-0271-1_slice_135,"(256, 256)","(256, 256)",2019,65536
train,BraTS-MEN-RT-0471-1_slice_069,"(256, 256)","(256, 256)",374,65536
train,BraTS-MEN-RT-0470-1_slice_046,"(256, 256)","(256, 256)",261,65536
train,BraTS-MEN-RT-0260-1_slice_119,"(256, 256)","(256, 256)",822,65536
train,BraTS-MEN-RT-0584-1_slice_117,"(256, 256)","(256, 256)",1765,65536
train,BraTS-MEN-RT-0455-1_slice_120,"(256, 256)","(256, 256)",12,65536
train,BraTS-MEN-RT-0580-1_slice_120,"(256, 256)","(256, 256)",887,65536
train,BraTS-MEN-RT-0600-1_slice_083,"(256, 256)","(256, 256)",95,65536
train,BraTS-MEN-RT-0099-1_slice_063,"(256, 256)","(256, 256)",59,65536
train,BraTS-MEN-RT-0055-1_slice_141,"(256, 256)","(256, 256)",189,65536
train,BraTS-MEN-RT-0081-1_slice_087,"(256, 256)","(256, 256)",1801,65536
train,BraTS-MEN-RT-0029-1_slice_069,"(256, 256)","(256, 256)",619,65536
train,BraTS-MEN-RT-0609-1_slice_133,"(256, 256)","(256, 256)",304,65536
train,BraTS-MEN-RT-0301-1_slice_124,"(256, 256)","(256, 256)",1807,65536
train,BraTS-MEN-RT-0311-1_slice_127,"(256, 256)","(256, 256)",1663,65536
train,BraTS-MEN-RT-0619-1_slice_130,"(256, 256)","(256, 256)",1235,65536
train,BraTS-MEN-RT-0310-1_slice_108,"(256, 256)","(256, 256)",280,65536
train,BraTS-MEN-RT-0171-1_slice_099,"(256, 256)","(256, 256)",382,65536
train,BraTS-MEN-RT-0510-1_slice_054,"(256, 256)","(256, 256)",85,65536
train,BraTS-MEN-RT-0315-1_slice_068,"(256, 256)","(256, 256)",49,65536
train,BraTS-MEN-RT-0268-1_slice_086,"(256, 256)","(256, 256)",206,65536
train,BraTS-MEN-RT-0301-1_slice_134,"(256, 256)","(256, 256)",1649,65536
train,BraTS-MEN-RT-0071-1_slice_160,"(256, 256)","(256, 256)",404,65536
train,BraTS-MEN-RT-0311-1_slice_137,"(256, 256)","(256, 256)",1416,65536
train,BraTS-MEN-RT-0619-1_slice_120,"(256, 256)","(256, 256)",469,65536
train,BraTS-MEN-RT-0589-1_slice_080,"(256, 256)","(256, 256)",25,65536
train,BraTS-MEN-RT-0081-1_slice_097,"(256, 256)","(256, 256)",282,65536
train,BraTS-MEN-RT-0091-1_slice_094,"(256, 256)","(256, 256)",64,65536
train,BraTS-MEN-RT-0534-1_slice_075,"(256, 256)","(256, 256)",191,65536
train,BraTS-MEN-RT-0310-1_slice_118,"(256, 256)","(256, 256)",812,65536
train,BraTS-MEN-RT-0531-1_slice_115,"(256, 256)","(256, 256)",307,65536
train,BraTS-MEN-RT-0171-1_slice_089,"(256, 256)","(256, 256)",681,65536
train,BraTS-MEN-RT-0298-1_slice_161,"(256, 256)","(256, 256)",202,65536
train,BraTS-MEN-RT-0510-1_slice_044,"(256, 256)","(256, 256)",292,65536
train,BraTS-MEN-RT-0554-1_slice_137,"(256, 256)","(256, 256)",854,65536
train,BraTS-MEN-RT-0058-1_slice_117,"(256, 256)","(256, 256)",181,65536
train,BraTS-MEN-RT-0481-1_slice_137,"(256, 256)","(256, 256)",2055,65536
train,BraTS-MEN-RT-0188-1_slice_077,"(256, 256)","(256, 256)",2108,65536
train,BraTS-MEN-RT-0120-1_slice_099,"(256, 256)","(256, 256)",1006,65536
train,BraTS-MEN-RT-0198-1_slice_074,"(256, 256)","(256, 256)",777,65536
train,BraTS-MEN-RT-0484-1_slice_057,"(256, 256)","(256, 256)",948,65536
train,BraTS-MEN-RT-0209-1_slice_083,"(256, 256)","(256, 256)",2697,65536
train,BraTS-MEN-RT-0360-1_slice_059,"(256, 256)","(256, 256)",623,65536
train,BraTS-MEN-RT-0570-1_slice_106,"(256, 256)","(256, 256)",131,65536
train,BraTS-MEN-RT-0564-1_slice_132,"(256, 256)","(256, 256)",401,65536
train,BraTS-MEN-RT-0375-1_slice_042,"(256, 256)","(256, 256)",267,65536
train,BraTS-MEN-RT-0370-1_slice_122,"(256, 256)","(256, 256)",1097,65536
train,BraTS-MEN-RT-0284-1_slice_073,"(256, 256)","(256, 256)",393,65536
train,BraTS-MEN-RT-0078-1_slice_069,"(256, 256)","(256, 256)",480,65536
train,BraTS-MEN-RT-0280-1_slice_044,"(256, 256)","(256, 256)",205,65536
train,BraTS-MEN-RT-0294-1_slice_070,"(256, 256)","(256, 256)",986,65536
train,BraTS-MEN-RT-0545-1_slice_073,"(256, 256)","(256, 256)",1151,65536
train,BraTS-MEN-RT-0188-1_slice_067,"(256, 256)","(256, 256)",1459,65536
train,BraTS-MEN-RT-0209-1_slice_093,"(256, 256)","(256, 256)",3168,65536
train,BraTS-MEN-RT-0360-1_slice_049,"(256, 256)","(256, 256)",587,65536
train,BraTS-MEN-RT-0120-1_slice_089,"(256, 256)","(256, 256)",554,65536
train,BraTS-MEN-RT-0198-1_slice_064,"(256, 256)","(256, 256)",1211,65536
train,BraTS-MEN-RT-0490-1_slice_073,"(256, 256)","(256, 256)",384,65536
train,BraTS-MEN-RT-0484-1_slice_047,"(256, 256)","(256, 256)",1363,65536
train,BraTS-MEN-RT-0485-1_slice_110,"(256, 256)","(256, 256)",1101,65536
train,BraTS-MEN-RT-0048-1_slice_104,"(256, 256)","(256, 256)",137,65536
train,BraTS-MEN-RT-0481-1_slice_127,"(256, 256)","(256, 256)",1567,65536
train,BraTS-MEN-RT-0370-1_slice_132,"(256, 256)","(256, 256)",1050,65536
train,BraTS-MEN-RT-0294-1_slice_060,"(256, 256)","(256, 256)",563,65536
train,BraTS-MEN-RT-0351-1_slice_063,"(256, 256)","(256, 256)",467,65536
train,BraTS-MEN-RT-0280-1_slice_054,"(256, 256)","(256, 256)",507,65536
train,BraTS-MEN-RT-0375-1_slice_052,"(256, 256)","(256, 256)",302,65536
train,BraTS-MEN-RT-0340-1_slice_137,"(256, 256)","(256, 256)",197,65536
train,BraTS-MEN-RT-0550-1_slice_068,"(256, 256)","(256, 256)",313,65536
train,BraTS-MEN-RT-0365-1_slice_051,"(256, 256)","(256, 256)",790,65536
train,BraTS-MEN-RT-0617-1_slice_081,"(256, 256)","(256, 256)",601,65536
train,BraTS-MEN-RT-0462-1_slice_124,"(256, 256)","(256, 256)",84,65536
train,BraTS-MEN-RT-0596-1_slice_075,"(256, 256)","(256, 256)",605,65536
train,BraTS-MEN-RT-0583-1_slice_116,"(256, 256)","(256, 256)",1523,65536
train,BraTS-MEN-RT-0393-1_slice_049,"(256, 256)","(256, 256)",259,65536
train,BraTS-MEN-RT-0473-1_slice_070,"(256, 256)","(256, 256)",117,65536
train,BraTS-MEN-RT-0382-1_slice_065,"(256, 256)","(256, 256)",891,65536
train,BraTS-MEN-RT-0452-1_slice_059,"(256, 256)","(256, 256)",58,65536
train,BraTS-MEN-RT-0583-1_slice_106,"(256, 256)","(256, 256)",1348,65536
train,BraTS-MEN-RT-0393-1_slice_059,"(256, 256)","(256, 256)",343,65536
train,BraTS-MEN-RT-0596-1_slice_065,"(256, 256)","(256, 256)",110,65536
train,BraTS-MEN-RT-0612-1_slice_089,"(256, 256)","(256, 256)",31,65536
train,BraTS-MEN-RT-0382-1_slice_075,"(256, 256)","(256, 256)",527,65536
train,BraTS-MEN-RT-0167-1_slice_165,"(256, 256)","(256, 256)",24,65536
train,BraTS-MEN-RT-0226-1_slice_063,"(256, 256)","(256, 256)",407,65536
train,BraTS-MEN-RT-0072-1_slice_097,"(256, 256)","(256, 256)",906,65536
train,BraTS-MEN-RT-0406-1_slice_139,"(256, 256)","(256, 256)",699,65536
train,BraTS-MEN-RT-0216-1_slice_066,"(256, 256)","(256, 256)",202,65536
train,BraTS-MEN-RT-0537-1_slice_182,"(256, 256)","(256, 256)",268,65536
train,BraTS-MEN-RT-0436-1_slice_044,"(256, 256)","(256, 256)",184,65536
train,BraTS-MEN-RT-0406-1_slice_129,"(256, 256)","(256, 256)",581,65536
train,BraTS-MEN-RT-0197-1_slice_082,"(256, 256)","(256, 256)",758,65536
train,BraTS-MEN-RT-0062-1_slice_084,"(256, 256)","(256, 256)",594,65536
train,BraTS-MEN-RT-0072-1_slice_087,"(256, 256)","(256, 256)",669,65536
train,BraTS-MEN-RT-0423-1_slice_137,"(256, 256)","(256, 256)",93,65536
train,BraTS-MEN-RT-0236-1_slice_108,"(256, 256)","(256, 256)",60,65536
train,BraTS-MEN-RT-0537-1_slice_192,"(256, 256)","(256, 256)",383,65536
train,BraTS-MEN-RT-0062-1_slice_070,"(256, 256)","(256, 256)",1003,65536
